Arriba/abajo;zona;xGOT;Gol (0/1);Partido;Equipo tiro;Equipo portero;Portero;Altura;"Resultante
de cada tiro"
Abajo;Low right;0.31;0;Dortmund-RM(final);Dortmund;RM;Courtius;1.99;-0.31
Abajo;Low right;0.25;0;Dortmund-RM(final);Dortmund;RM;Courtius;1.99;-0.25
Abajo;Low left;0.24;0;Dortmund-RM(final);Dortmund;RM;Courtius;1.99;-0.24
Arriba;High left;0.38;0;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;-0.38
Arriba;High right;0.22;1;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;0.78
Abajo;Low left;0.38;0;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;-0.38
Arriba;High left;0.18;0;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;-0.18
Arriba;High right;0.06;0;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;-0.06
Abajo;Low right;0.56;1;Dortmund-RM(final);RM;Dourmunt;Gregor K;1.94;0.44
Abajo;Low right;0.59;0;Dortmund-PSG (semi);Dourmund;PSG;Gianluigi;1.96;-0.59
Abajo;Low centre;0.28;0;Dortmund-PSG (semi);Dourmund;PSG;Gianluigi;1.96;-0.28
Abajo;Low left;0.2;1;Dortmund-PSG (semi);Dourmund;PSG;Gianluigi;1.96;0.8
Arriba;High centre;0.05;0;Dortmund-PSG (semi);Dourmund;PSG;Gianluigi;1.96;-0.05
Abajo;Low centre;0.51;0;Dortmund-PSG (semi);PSG;Dourmunt;Gregor K;1.94;-0.51
Abajo;Low centre;0.03;0;Dortmund-PSG (semi);PSG;Dourmunt;Gregor K;1.94;-0.03
Abajo;Low centre;0.02;0;Dortmund-PSG (semi);PSG;Dourmunt;Gregor K;1.94;-0.02
Arriba;High centre;0.43;0;PSG-Dourmund (semi);PSG;Dourmunt;Gregor K;1.94;-0.43
Abajo;Low right;0.24;0;PSG-Dourmund (semi);PSG;Dourmunt;Gregor K;1.94;-0.24
Abajo;Low centre;0.05;0;PSG-Dourmund (semi);PSG;Dourmunt;Gregor K;1.94;-0.05
Abajo;Low centre;0.02;0;PSG-Dourmund (semi);PSG;Dourmunt;Gregor K;1.94;-0.02
Abajo;Low centre;0.02;0;PSG-Dourmund (semi);PSG;Dourmunt;Gregor K;1.94;-0.02
Abajo;Low right;0.69;1;PSG-Dourmund (semi);Dourmund;PSG;Gianluigi;1.96;0.31
Abajo;Low centre;0.1;0;PSG-Dourmund (semi);;PSG;Gianluigi;1.96;-0.1
Abajo;Low centre;0.08;0;PSG-Dourmund (semi);;PSG;Gianluigi;1.96;-0.08
Abajo;Low left;0.99;1;Bayer M-RM (semi);Bayer;RM;Lunin;1.91;0.01
Abajo;Low centre;0.38;0;Bayer M-RM (semi);Bayer;RM;Lunin;1.91;-0.38
Abajo;Low right;0.15;1;Bayer M-RM (semi);Bayer;RM;Lunin;1.91;0.85
Abajo;Low centre;0.12;0;Bayer M-RM (semi);Bayer;RM;Lunin;1.91;-0.12
Abajo;Low centre;0.04;0;Bayer M-RM (semi);Bayer;RM;Lunin;1.91;-0.04
Abajo;Low centre;0.89;1;Bayer M-RM (semi);RM;Bayer;Neuer;1.93;0.11
Abajo;Low centre;0.54;1;Bayer M-RM (semi);RM;Bayer;Neuer;1.93;0.46
Abajo;Low centre;0.23;0;Bayer M-RM (semi);RM;Bayer;Neuer;1.93;-0.23
Arriba;High centre;0.08;0;Bayer M-RM (semi);RM;Bayer;Neuer;1.93;-0.08
Abajo;Low left;0.95;1;RM-Bayer (semi);RM;Bayer;Neuer;1.93;0.05
Abajo;Low centre;0.65;1;RM-Bayer (semi);RM;Bayer;Neuer;1.93;0.35
Abajo;Low left;0.62;0;RM-Bayer (semi);RM;Bayer;Neuer;1.93;-0.62
Abajo;Low left;0.26;0;RM-Bayer (semi);RM;Bayer;Neuer;1.93;-0.26
Abajo;Low left;0.2;0;RM-Bayer (semi);RM;Bayer;Neuer;1.93;-0.2
Arriba;High centre;0.09;0;RM-Bayer (semi);RM;Bayer;Neuer;1.93;-0.09
Abajo;Low centre;0.03;0;RM-Bayer (semi);RM;Bayer;Neuer;1.93;-0.03
Arriba;High right;0.59;1;RM-Bayer (semi);Bayer;RM;Lunin;1.91;0.41
Abajo;Low right;0.35;0;RM-Bayer (semi);Bayer;RM;Lunin;1.91;-0.35
Abajo;Low right;0.31;0;RM-Bayer (semi);Bayer;RM;Lunin;1.91;-0.31
Arriba;High left;0.19;0;RM-Bayer (semi);Bayer;RM;Lunin;1.91;-0.19
Arriba;High right;0.14;0;RM-Bayer (semi);Bayer;RM;Lunin;1.91;-0.14
Abajo;Low right;0.81;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.81
Abajo;Low right;0.75;1;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;0.25
Abajo;Low right;0.5;1;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;0.5
Abajo;Low left;0.22;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.22
Abajo;Low centre;0.18;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.18
Arriba;Low centre;0.11;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.11
Abajo;Low right;0.11;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.11
Arriba;Low centre;0.04;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.04
Abajo;Low centre;0.02;0;Atl.Madrid-Dortmund (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.02
Abajo;Low left;0.65;1;Atl.Madrid-Dortmund (4);Dormund;Atl.Madrid;Oblack;1.86;0.35
Abajo;Low left;0.29;0;Atl.Madrid-Dortmund (4);Dormund;Atl.Madrid;Oblack;1.86;-0.29
Abajo;Low left;0.24;0;Atl.Madrid-Dortmund (4);Dormund;Atl.Madrid;Oblack;1.86;-0.24
Abajo;Low centre;0.08;0;Atl.Madrid-Dortmund (4);Dormund;Atl.Madrid;Oblack;1.86;-0.08
Abajo;Low right;0.69;1;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;0.31
Abajo;Low left;0.46;0;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;-0.46
Abajo;Low right;0.38;1;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;0.62
Abajo;Low right;0.33;1;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;0.67
Arriba;High right;0.19;0;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;-0.19
Arriba;High left;0.13;0;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;-0.13
Abajo;Low right;0.09;0;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;-0.09
Abajo;Low centre;0.05;1;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;0.95
Abajo;Low centre;0.02;0;Dourmund-Atl.Madrid (4);Dormund;Atl.Madrid;Oblack;1.86;-0.02
Arriba;High centre;0.92;1;Dourmund-Atl.Madrid (4);Atl.Madrid;Dourmunt;Gregor K;1.94;0.08
Arriba;High left;0.15;0;Dourmund-Atl.Madrid (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.15
Abajo;Low centre;0.03;0;Dourmund-Atl.Madrid (4);Atl.Madrid;Dourmunt;Gregor K;1.94;-0.03
Abajo;Low left;0.88;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.12
Arriba;High left;0.25;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.75
Abajo;Low right;0.09;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.09
Arriba;High centre;0.05;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.05
Arriba;High centre;0.05;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.05
Abajo;Low centre;0.03;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.03
Abajo;Low left;0.87;1;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;0.13
Abajo;Low centre;0.73;1;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;0.27
Arriba;High centre;0.31;1;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;0.69
Abajo;Low right;0.27;0;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;-0.27
Abajo;Low right;0.11;0;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;-0.11
Abajo;Low centre;0.07;0;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;-0.07
Abajo;Low right;0.99;1;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;0.01
Abajo;Low centre;0.15;0;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;-0.15
Abajo;Low right;0.07;0;PSG-Barsa (4);Barsa;PSG;Gianluigi;1.96;-0.07
Arriba;High left;0.99;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.01
Abajo;Low right;0.91;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.09
Arriba;High right;0.71;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.29
Abajo;Low centre;0.64;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.64
Abajo;Low left;0.44;1;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;0.56
Abajo;Low left;0.15;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.15
Abajo;Low centre;0.07;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.07
Arriba;High centre;0.07;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.07
Abajo;Low centre;0.04;0;PSG-Barsa (4);PSG;Barsa;Ter Stegen;1.89;-0.04
Abajo;Low left;0.7;1;Bayer M-Arsenal (4);Arsenal;Bayer;Neuer;1.93;0.3
Abajo;Low left;0.37;1;Bayer M-Arsenal (4);Arsenal;Bayer;Neuer;1.93;0.63
Abajo;Low centre;0.15;0;Bayer M-Arsenal (4);Arsenal;Bayer;Neuer;1.93;-0.15
Abajo;Low centre;0.02;0;Bayer M-Arsenal (4);Arsenal;Bayer;Neuer;1.93;-0.02
Arriba;High left;0.86;1;Bayer M-Arsenal (4);Bayer;Arsenal;David Raya;1.86;0.14
Abajo;Low right;0.99;1;Bayer M-Arsenal (4);Bayer;Arsenal;David Raya;1.86;0.01
Arriba;High left;0.59;1;Arsenal-Bayer (4);Bayer;Arsenal;David Raya;1.86;0.41
Abajo;Low centre;0.06;0;Arsenal-Bayer (4);Bayer;Arsenal;David Raya;1.86;-0.06
Abajo;Low centre;0.02;0;Arsenal-Bayer (4);Bayer;Arsenal;David Raya;1.86;-0.02
Abajo;Low right;0.62;0;Arsenal-Bayer (4);Arsenal;Bayer;Neuer;1.93;-0.62
Abajo;Low left;0.16;0;Arsenal-Bayer (4);Arsenal;Bayer;Neuer;1.93;-0.16
Arriba;High centre;0.04;0;Arsenal-Bayer (4);Arsenal;Bayer;Neuer;1.93;-0.04
Abajo;Low right;0.73;1;RM-City (4);RM;City;Stegan Ortega;1.86;0.27
Abajo;Low left;0.4;1;RM-City (4);RM;City;Stegan Ortega;1.86;0.6
Abajo;Low centre;0.03;0;RM-City (4);RM;City;Stegan Ortega;1.86;-0.03
Abajo;Low centre;0.03;0;RM-City (4);RM;City;Stegan Ortega;1.86;-0.03
Abajo;Low centre;0.02;0;RM-City (4);RM;City;Stegan Ortega;1.86;-0.02
Arriba;High left;0.71;1;RM-City (4);City;RM;Lunin;1.91;0.29
Abajo;Low right;0.39;1;RM-City (4);City;RM;Lunin;1.91;0.61
Abajo;Low left;0.16;0;RM-City (4);City;RM;Lunin;1.91;-0.16
Arriba;High left;0.15;0;RM-City (4);City;RM;Lunin;1.91;-0.15
Abajo;Low left;0.12;1;RM-City (4);City;RM;Lunin;1.91;0.88
Abajo;Low centre;0.02;0;RM-City (4);City;RM;Lunin;1.91;-0.02
Arriba;High left;0.88;1;City-RM(4);City;RM;Lunin;1.91;0.12
Abajo;Low left;0.27;0;City-RM(4);City;RM;Lunin;1.91;-0.27
Abajo;Low left;0.21;0;City-RM(4);City;RM;Lunin;1.91;-0.21
Abajo;Low left;0.11;0;City-RM(4);City;RM;Lunin;1.91;-0.11
Abajo;Low centre;0.1;0;City-RM(4);City;RM;Lunin;1.91;-0.1
Abajo;Low left;0.08;0;City-RM(4);City;RM;Lunin;1.91;-0.08
Abajo;Low centre;0.07;0;City-RM(4);City;RM;Lunin;1.91;-0.07
Abajo;Low left;0.06;0;City-RM(4);City;RM;Lunin;1.91;-0.06
Abajo;Low right;0.02;0;City-RM(4);City;RM;Lunin;1.91;-0.02
Abajo;Low left;0.82;1;City-RM(4);RM;City;Ederson;1.88;0.18
Abajo;Low centre;0.56;0;City-RM(4);RM;City;Ederson;1.88;-0.56
Abajo;Low left;0.15;0;City-RM(4);RM;City;Ederson;1.88;-0.15
Abajo;Low right;0.77;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.77
Abajo;Low centre;0.68;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.68
Abajo;Low left;0.25;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.25
Arriba;High left;0.24;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.24
Abajo;Low centre;0.21;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.21
Abajo;Low right;0.13;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.13
Abajo;Low left;0.11;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.11
Arriba;High centre;0.03;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.03
Abajo;Low centre;0.02;0;Leipzeg-RM (16);Leipzeg;RM;Lunin;1.91;-0.02
Arriba;High left;0.04;1;Leipzeg-RM (16);RM;Leipzeg;Peter G;1.91;0.96
Abajo;Low left;0.15;0;Leipzeg-RM (16);RM;Leipzeg;Peter G;1.91;-0.15
Abajo;Low centre;0.03;0;Leipzeg-RM (16);RM;Leipzeg;Peter G;1.91;-0.03
Arriba;High left;0.92;1;RM-Leipzeg (16);RM;Leipzeg;Peter G;1.91;0.08
Abajo;Low right;0.1;0;RM-Leipzeg (16);RM;Leipzeg;Peter G;1.91;-0.1
Abajo;Low centre;0.03;0;RM-Leipzeg (16);RM;Leipzeg;Peter G;1.91;-0.03
Abajo;Low right;0.11;1;RM-Leipzeg (16);Leipzeg;RM;Lunin;1.91;0.89
Arriba;High centre;0.05;0;RM-Leipzeg (16);Leipzeg;RM;Lunin;1.91;-0.05
Abajo;Low centre;0.04;0;RM-Leipzeg (16);Leipzeg;RM;Lunin;1.91;-0.04
Abajo;Low centre;0.02;0;RM-Leipzeg (16);Leipzeg;RM;Lunin;1.91;-0.02
Abajo;Low left;0.33;1;Inter-AtM (16);Inter;AtM;Oblack;1.86;0.67
Abajo;Low centre;0.1;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.1
Abajo;Low centre;0.08;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.08
Abajo;Low centre;0.08;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.08
Abajo;Low centre;0.03;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.03
Abajo;Low centre;0.02;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.02
Abajo;Low centre;0.07;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.07
Abajo;Low right;0.18;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.18
Abajo;Low left;0.9;1;AtM-Inter (16);AtM;Inter;Yann S;1.83;0.1
Abajo;Low right;0.29;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.29
Abajo;Low left;0.88;1;AtM-Inter (16);AtM;Inter;Yann S;1.83;0.12
Arriba;High right;0.08;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.08
Abajo;Low centre;0.38;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.38
Abajo;Low centre;0.03;0;AtM-Inter (16);AtM;Inter;Yann S;1.83;-0.03
Abajo;Low centre;0.04;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.04
Abajo;Low right;0.26;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.26
Arriba;High centre;0.08;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.08
Abajo;Low centre;0.55;1;Inter-AtM (16);Inter;AtM;Oblack;1.86;0.45
Abajo;Low centre;0.04;0;Inter-AtM (16);Inter;AtM;Oblack;1.86;-0.04
Abajo;Low left;0.96;1;PSV-Dormund (16);PSV;Dormund;Alexander M;1.96;0.04
Abajo;Low right;0.18;0;PSV-Dormund (16);PSV;Dormund;Alexander M;1.96;-0.18
Abajo;Low centre;0.04;0;PSV-Dormund (16);PSV;Dormund;Alexander M;1.96;-0.04
Arriba;High centre;0.04;0;PSV-Dormund (16);PSV;Dormund;Alexander M;1.96;-0.04
Arriba;High left;0.43;0;PSV-Dormund (16);Dormund;PSV;Water B;1.91;-0.43
Abajo;Low left;0.16;0;PSV-Dormund (16);Dormund;PSV;Water B;1.91;-0.16
Arriba;High right;0.1;1;PSV-Dormund (16);Dormund;PSV;Water B;1.91;0.9
Abajo;Low left;0.05;0;PSV-Dormund (16);Dormund;PSV;Water B;1.91;-0.05
Abajo;Low centre;0.04;0;PSV-Dormund (16);Dormund;PSV;Water B;1.91;-0.04
Abajo;Low right;0.72;0;Dormund-PSV (16);Dormund;PSV;Water B;1.91;-0.72
Abajo;Low left;0.6;1;Dormund-PSV (16);Dormund;PSV;Water B;1.91;0.4
Abajo;Low left;0.24;1;Dormund-PSV (16);Dormund;PSV;Water B;1.91;0.76
Abajo;Low centre;0.23;0;Dormund-PSV (16);Dormund;PSV;Water B;1.91;-0.23
Arriba;High centre;0.06;0;Dormund-PSV (16);Dormund;PSV;Water B;1.91;-0.06
Abajo;Low right;0.06;0;Dormund-PSV (16);Dormund;PSV;Water B;1.91;-0.06
Abajo;Low centre;0.06;0;Dormund-PSV (16);Dormund;PSV;Water B;1.91;-0.06
Arriba;High right;0.4;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.4
Abajo;Low right;0.27;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.27
Abajo;Low centre;0.09;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.09
Abajo;Low left;0.09;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.09
Arriba;High centre;0.08;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.08
Abajo;Low centre;0.05;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.05
Abajo;Low centre;0.02;0;Dormund-PSV (16);PSV;Dormund;Gregor K;1.94;-0.02
Abajo;Low right;0.23;1;Copenhagen-City(16);Copenhage;City;Ederson;1.88;0.77
Abajo;Low left;0.93;1;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;0.07
Abajo;Low left;0.7;1;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;0.3
Abajo;Low right;0.7;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.7
Abajo;Low left;0.35;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.35
Abajo;Low centre;0.3;1;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;0.7
Abajo;Low right;0.26;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.26
Arriba;High right;0.19;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.19
Arriba;High right;0.16;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.16
Abajo;Low right;0.13;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.13
Abajo;Low right;0.13;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.13
Arriba;High centre;0.04;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.04
Abajo;Low centre;0.03;0;Copenhagen-City(16);City;Copenhage;Kamil G;1.95;-0.03
Arriba;High right;0.27;1;City-Copenhagen (16);City;Copenhage;Kamil G;1.95;0.73
Abajo;Low right;0.2;1;City-Copenhagen (16);City;Copenhage;Kamil G;1.95;0.8
Arriba;High left;0.07;1;City-Copenhagen (16);City;Copenhage;Kamil G;1.95;0.93
Abajo;Low right;0.94;1;City-Copenhagen (16);Copenhage;City;Ederson;1.88;0.06
Abajo;Low left;0.39;0;City-Copenhagen (16);Copenhage;City;Ederson;1.88;-0.39
Abajo;Low right;0.24;1;Porto-Arsenal (16);Porto;Arsenal;David raya;1.86;0.76
Abajo;Low centre;0.04;0;Porto-Arsenal (16);Porto;Arsenal;David raya;1.86;-0.04
Abajo;Low right;0.52;1;Arsenal-Porto (16);Arsenal;Porto;Diogo Costa;1.86;0.48
Abajo;Low right;0.31;0;Arsenal-Porto (16);Arsenal;Porto;Diogo Costa;1.86;-0.31
Abajo;Low left;0.16;0;Arsenal-Porto (16);Arsenal;Porto;Diogo Costa;1.86;-0.16
Abajo;Low centre;0.03;0;Arsenal-Porto (16);Arsenal;Porto;Diogo Costa;1.86;-0.03
Abajo;Low right;0.09;0;Arsenal-Porto (16);Porto;Arsenal;David raya;1.86;-0.09
Abajo;Low centre;0.04;0;Arsenal-Porto (16);Porto;Arsenal;David raya;1.86;-0.04
Abajo;Low centre;0.02;0;Arsenal-Porto (16);Porto;Arsenal;David raya;1.86;-0.02
Abajo;Low right;0.99;1;Lazio-Bauer (16);Lazio;Bayer;Neuer;1.93;0.01
Abajo;Low left;0.87;0;Lazio-Bauer (16);Lazio;Bayer;Neuer;1.93;-0.87
Abajo;Low centre;0.05;0;Lazio-Bauer (16);Lazio;Bayer;Neuer;1.93;-0.05
Abajo;Low centre;0.02;0;Lazio-Bauer (16);Lazio;Bayer;Neuer;1.93;-0.02
Abajo;Low left;0.86;1;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;0.14
Abajo;Low centre;0.81;1;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;0.19
Abajo;Low left;0.8;1;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;0.2
Arriba;High right;0.39;0;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;-0.39
Abajo;Low left;0.21;0;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;-0.21
Arriba;High right;0.12;0;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;-0.12
Abajo;Low centre;0.06;0;Bayer-Lazio (16);Bayer;Lazio;Ivan P;1.92;-0.06
Abajo;Low left;0.5;1;Napoli-Barsa (16);Napoli;Barsa;Ter Stegen;1.89;0.5
Abajo;Low left;0.31;1;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;0.69
Abajo;Low left;0.25;0;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;-0.25
Arriba;High left;0.17;0;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;-0.17
Arriba;High left;0.13;0;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;-0.13
Abajo;Low right;0.11;0;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;-0.11
Abajo;Low centre;0.08;0;Napoli-Barsa (16);Barsa;Napoli;Alex M;1.85;-0.08
Abajo;Low right;0.84;1;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;0.16
Abajo;Low left;0.79;1;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;0.21
Abajo;Low centre;0.51;1;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;0.49
Abajo;Low centre;0.49;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.49
Abajo;Low left;0.3;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.3
Abajo;Low right;0.23;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.23
Abajo;Low left;0.16;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.49
Abajo;Low left;0.13;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.3
Abajo;Low left;0.08;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.23
Abajo;Low centre;0.08;0;Barsa_Napoli (16);Barsa;Napoli;Alex M;1.85;-0.16
Abajo;Low left;0.93;1;Barsa_Napoli (16);Napoli;Barsa;Ter Stegen;1.89;0.07
Abajo;Low centre;0.19;0;Barsa_Napoli (16);Napoli;Barsa;Ter Stegen;1.89;-0.19
Abajo;Low right;0.17;0;Barsa_Napoli (16);Napoli;Barsa;Ter Stegen;1.89;-0.17
Arriba;High centre;0.16;0;Barsa_Napoli (16);Napoli;Barsa;Ter Stegen;1.89;-0.16
Arriba;High left;0.83;1;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;0.17
Abajo;Low left;0.73;0;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;-0.73
Abajo;Low centre;0.21;1;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;0.79
Abajo;Low left;0.17;0;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;-0.17
Arriba;High centre;0.06;0;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;-0.06
Abajo;Low centre;0.02;0;PSG-Real Sociedad (16);PSG;RS;Alex Remio;1.92;-0.02
Abajo;Low left;0.72;1;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;0.28
Arriba;High left;0.64;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.64
Abajo;Low centre;0.41;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.41
Abajo;Low right;0.24;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.24
Abajo;Low right;0.08;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.08
Abajo;Low left;0.08;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.08
Arriba;High centre;0.03;0;Real Sociedad-PSG (16);RS;PSG;Gianluigi;1.96;-0.03
Abajo;Low left;0.99;0;Real Sociedad-PSG (16);PSG;RS;Alex Remio;1.92;-0.99
Abajo;Low right;0.56;1;Real Sociedad-PSG (16);PSG;RS;Alex Remio;1.92;0.44
