Arriba/abajo;zona;xGOT;Gol (0/1);Partido;Equipo tiro;Equipo portero;Portero;Altura;"Resultante
de cada tiro"
Arriba;High right;0.51;0;Salzburg-Inter (R4);Salzburg;Inter;Yan S;1.83;-0.51
Abajo;Low right;0.38;0;Salzburg-Inter (R4);Salzburg;Inter;Yan S;1.83;-0.38
Arriba;High centre;0.05;0;Salzburg-Inter (R4);Salzburg;Inter;Yan S;1.83;-0.05
Abajo;Low left;0.04;0;Salzburg-Inter (R4);Salzburg;Inter;Yan S;1.83;-0.04
Abajo;Low left;0.99;1;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;0.01
Arriba;High right;0.15;0;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;-0.15
Arriba;High centre;0.06;0;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;-0.06
Arriba;High centre;0.06;0;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;-0.06
Arriba;High centre;0.04;0;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;-0.04
Abajo;Low centre;0.03;0;Salzburg-Inter (R4);Inter;Salzburg;Alexander S;1.84;-0.03
Abajo;Low left;0.99;1;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;0.01
Abajo;Low right;0.97;1;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;0.03
Abajo;Low left;0.33;0;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;-0.33
Abajo;Low left;0.26;0;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;-0.26
Arriba;High centre;0.22;0;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;-0.22
Arriba;High right;0.11;1;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;0.89
Abajo;Low centre;0.1;1;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;0.9
Abajo;Low centre;0.03;0;Copenhagen-United (R4);Copenhage;United;Andre O;1.85;-0.03
Arriba;High left;0.98;1;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;0.02
Abajo;Low right;0.96;1;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;0.04
Abajo;Low centre;0.95;1;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;0.05
Abajo;Low centre;0.67;0;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;-0.67
Abajo;Low left;0.17;0;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;-0.17
Abajo;Low left;0.09;0;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;-0.09
Arriba;High centre;0.04;0;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;-0.04
Abajo;Low centre;0.01;0;Copenhagen-United (R4);United;Copenhage;Kamil G;1.95;-0.01
Abajo;Low right;0.87;1;Bayer-Gala (R4);Bayer;Gala;Fernando M;1.91;0.13
Abajo;Low left;0.84;1;Bayer-Gala (R4);Bayer;Gala;Fernando M;1.91;0.16
Abajo;Low centre;0.3;0;Bayer-Gala (R4);Bayer;Gala;Fernando M;1.91;-0.3
Arriba;High centre;0.04;0;Bayer-Gala (R4);Bayer;Gala;Fernando M;1.91;-0.04
Abajo;Low left;0.97;1;Bayer-Gala (R4);Gala;Bayer;Neuer;1.93;0.03
Abajo;Low centre;0.63;0;Bayer-Gala (R4);Gala;Bayer;Neuer;1.93;-0.63
Arriba;High left;0.95;1;RM-Braga (R4);RM;Braga;Matheus;1.87;0.05
Abajo;Low centre;0.67;1;RM-Braga (R4);RM;Braga;Matheus;1.87;0.33
Arriba;High centre;0.62;0;RM-Braga (R4);RM;Braga;Matheus;1.87;-0.62
Abajo;Low left;0.39;1;RM-Braga (R4);RM;Braga;Matheus;1.87;0.61
Arriba;High left;0.16;0;RM-Braga (R4);RM;Braga;Matheus;1.87;-0.16
Abajo;Low left;0.11;0;RM-Braga (R4);RM;Braga;Matheus;1.87;-0.11
Abajo;Low centre;0.05;0;RM-Braga (R4);RM;Braga;Matheus;1.87;-0.05
Abajo;Low left;0.99;0;RM-Braga (R4);Braga;RM;Lunin;1.91;-0.99
Arriba;High left;0.57;0;RM-Braga (R4);Braga;RM;Lunin;1.91;-0.57
Abajo;Low left;0.07;0;RM-Braga (R4);Braga;RM;Lunin;1.91;-0.07
Abajo;Low centre;0.07;0;RM-Braga (R4);Braga;RM;Lunin;1.91;-0.07
Abajo;Low right;0.98;1;Lazio-Celtic (R5);Lazio;Celtic;Joe H;1.96;0.02
Arriba;High right;0.97;1;Lazio-Celtic (R5);Lazio;Celtic;Joe H;1.96;0.03
Arriba;High centre;0.12;0;Lazio-Celtic (R5);Lazio;Celtic;Joe H;1.96;-0.12
Abajo;Low right;0.11;0;Lazio-Celtic (R5);Lazio;Celtic;Joe H;1.96;-0.11
Abajo;Low centre;0.04;0;Lazio-Celtic (R5);Lazio;Celtic;Joe H;1.96;-0.04
Abajo;Low left;0.36;0;Lazio-Celtic (R5);Celtic;Lazio;Ivan P;1.92;-0.36
Abajo;Low right;0.31;0;Lazio-Celtic (R5);Celtic;Lazio;Ivan P;1.92;-0.31
Arriba;High right;0.26;0;Lazio-Celtic (R5);Celtic;Lazio;Ivan P;1.92;-0.26
Abajo;Low left;0.08;0;Lazio-Celtic (R5);Celtic;Lazio;Ivan P;1.92;-0.08
Abajo;Low centre;0.52;0;Shakhtar-Antwerp (R5);Shakhart;Ant;Jean B;1.88;-0.52
Abajo;Low centre;0.15;1;Shakhtar-Antwerp (R5);Shakhart;Ant;Jean B;1.88;0.85
Arriba;High centre;0.11;0;Shakhtar-Antwerp (R5);Shakhart;Ant;Jean B;1.88;-0.11
Arriba;High centre;0.11;0;Shakhtar-Antwerp (R5);Shakhart;Ant;Jean B;1.88;-0.11
Abajo;Low centre;0.04;0;Shakhtar-Antwerp (R5);Shakhart;Ant;Jean B;1.88;-0.04
Arriba;High centre;0.84;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.84
Abajo;Low left;0.36;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.36
Arriba;High left;0.22;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.22
Abajo;Low left;0.21;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.21
Arriba;High centre;0.11;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.11
Arriba;High centre;0.07;0;Shakhtar-Antwerp (R5);Ant;Shakhart;Dmytro R;1.86;-0.07
Abajo;Low left;0.77;1;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;0.23
Abajo;Low left;0.77;1;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;0.23
Abajo;Low right;0.43;1;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;0.57
Abajo;Low right;0.16;0;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;-0.16
Abajo;Low left;0.16;0;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;-0.16
Arriba;High centre;0.12;0;City-Leipzig (R5);City;Leipzeg;Janis B;1.93;-0.12
Abajo;Low left;0.85;1;City-Leipzig (R5);Leipzeg;City;Stegan O;1.86;0.15
Abajo;Low right;0.79;1;City-Leipzig (R5);Leipzeg;City;Stegan O;1.86;0.21
Arriba;High left;0.15;0;City-Leipzig (R5);Leipzeg;City;Stegan O;1.86;-0.15
Abajo;Low left;0.98;0;Milan-Dortmun (R5);Milan;Dormund;Gregor K;1.94;-0.98
Abajo;Low left;0.6;1;Milan-Dortmun (R5);Milan;Dormund;Gregor K;1.94;0.4
Abajo;Low right;0.2;0;Milan-Dortmun (R5);Milan;Dormund;Gregor K;1.94;-0.2
Abajo;Low left;0.19;0;Milan-Dortmun (R5);Milan;Dormund;Gregor K;1.94;-0.19
Abajo;Low left;0.99;1;Milan-Dortmun (R5);Dormund;Milan;Mike M;1.87;0.01
Abajo;Low left;0.21;1;Milan-Dortmun (R5);Dormund;Milan;Mike M;1.87;0.79
Abajo;Low left;0.08;1;Milan-Dortmun (R5);Dormund;Milan;Mike M;1.87;0.92
Abajo;Low centre;0.04;0;Milan-Dortmun (R5);Dormund;Milan;Mike M;1.87;-0.04
Arriba;High centre;0.95;1;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;0.05
Abajo;Low centre;0.8;0;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;-0.8
Abajo;Low centre;0.71;0;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;-0.71
Abajo;Low centre;0.5;0;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;-0.5
Abajo;Low left;0.47;0;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;-0.47
Abajo;Low right;0.11;0;PSG-Newcastle (R5);PSG;Newcastle;Nick P;1.9;-0.11
Abajo;Low centre;0.02;0;PSG-Newcastle (R5);PSG;PSG;Nick P;1.9;-0.02
Arriba;High left;0.95;1;PSG-Newcastle (R5);Newcastle;PSG;Gianluigi D;1.96;0.05
Abajo;Low left;0.14;0;PSG-Newcastle (R5);Newcastle;PSG;Gianluigi D;1.96;-0.14
Abajo;Low right;0.36;1;Feyernoord-AtM (R5);Feyemoord;AtM;Oblack;1.86;0.64
Arriba;High centre;0.21;0;Feyernoord-AtM (R5);Feyemoord;AtM;Oblack;1.86;-0.21
Arriba;High left;0.13;0;Feyernoord-AtM (R5);Feyemoord;AtM;Oblack;1.86;-0.13
Abajo;Low centre;0.06;0;Feyernoord-AtM (R5);Feyemoord;AtM;Oblack;1.86;-0.06
Abajo;Low left;0.84;0;Feyernoord-AtM (R5);AtM;Feyemoord;Justin B;1.88;-0.84
Arriba;High right;0.68;1;Feyernoord-AtM (R5);AtM;Feyemoord;Justin B;1.88;0.32
Abajo;Low left;0.13;0;Feyernoord-AtM (R5);AtM;Feyemoord;Justin B;1.88;-0.13
Abajo;Low centre;0.75;0;YB-Red (R5);YB;Red;Omri;1.9;-0.75
Abajo;Low left;0.21;1;YB-Red (R5);YB;Red;Omri;1.9;0.79
Arriba;High centre;0.08;0;YB-Red (R5);YB;Red;Omri;1.9;-0.08
Abajo;Low centre;0.04;0;YB-Red (R5);YB;Red;Omri;1.9;-0.04
Abajo;Low centre;0.04;0;YB-Red (R5);YB;Red;Omri;1.9;-0.04
Abajo;Low centre;0.03;0;YB-Red (R5);YB;Red;Omri;1.9;-0.03
Abajo;Low centre;0.31;0;YB-Red (R5);Red;YB;Anthony R;1.86;-0.31
Abajo;Low centre;0.09;0;YB-Red (R5);Red;YB;Anthony R;1.86;-0.09
Arriba;High centre;0.03;0;YB-Red (R5);Red;YB;Anthony R;1.86;-0.03
Abajo;Low right;0.57;1;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;0.43
Abajo;Low right;0.2;0;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;-0.2
Abajo;Low right;0.17;0;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;-0.17
Abajo;Low right;0.12;1;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;0.88
Abajo;Low right;0.11;0;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;-0.11
Abajo;Low left;0.08;0;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;-0.08
Abajo;Low centre;0.06;0;Barsa-Porto (R5);Barsa;Porto;Diogo Costa;1.86;-0.06
Abajo;Low left;0.9;1;Barsa-Porto (R5);Porto;Barsa;Iñaki P;1.84;0.1
Abajo;Low left;0.32;0;Barsa-Porto (R5);Porto;Barsa;Iñaki P;1.84;-0.32
Abajo;Low left;0.26;0;Barsa-Porto (R5);Porto;Barsa;Iñaki P;1.84;-0.26
Abajo;Low right;0.2;0;Barsa-Porto (R5);Porto;Barsa;Iñaki P;1.84;-0.2
Abajo;Low centre;0.03;0;Barsa-Porto (R5);Porto;Barsa;Iñaki P;1.84;-0.03
Abajo;Low left;0.9;1;Sevilla-PSV (R5);Sevilla;PSV;Walter B;1.91;0.1
Abajo;Low centre;0.43;1;Sevilla-PSV (R5);Sevilla;PSV;Walter B;1.91;0.57
Abajo;Low right;0.4;0;Sevilla-PSV (R5);Sevilla;PSV;Walter B;1.91;-0.4
Abajo;Low centre;0.06;0;Sevilla-PSV (R5);Sevilla;PSV;Walter B;1.91;-0.06
Arriba;High left;0.69;1;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;0.31
Arriba;High left;0.38;1;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;0.62
Abajo;Low left;0.27;0;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;-0.27
Abajo;Low centre;0.24;0;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;-0.24
Abajo;Low left;0.18;0;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;-0.18
Arriba;High left;0.13;0;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;-0.13
Abajo;Low right;0.07;0;Sevilla-PSV (R5);PSV;Sevilla;Marko D;1.94;-0.07
Abajo;Low left;0.98;1;Benfica-Inter (R5);Benfica;Inter;Emil A;1.9;0.02
Abajo;Low left;0.91;1;Benfica-Inter (R5);Benfica;Inter;Emil A;1.9;0.09
Abajo;Low left;0.22;1;Benfica-Inter (R5);Benfica;Inter;Emil A;1.9;0.78
Abajo;Low centre;0.08;0;Benfica-Inter (R5);Benfica;Inter;Emil A;1.9;-0.08
Abajo;Low centre;0.02;0;Benfica-Inter (R5);Benfica;Inter;Emil A;1.9;-0.02
Abajo;Low left;0.98;1;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;0.02
Abajo;Low left;0.87;1;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;0.13
Abajo;Low left;0.71;1;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;0.29
Abajo;Low left;0.38;0;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;-0.38
Abajo;Low left;0.19;0;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;-0.19
Arriba;High centre;0.07;0;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;-0.07
Abajo;Low left;0.06;0;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;-0.06
Abajo;Low left;0.02;0;Benfica-Inter (R5);Inter;Benfica;Anatolii T;2;-0.02
Arriba;High centre;0.3;1;Braga-Union (R5);Braga;Union;Fredeik R;1.88;0.7
Abajo;Low centre;0.14;1;Braga-Union (R5);Union;Braga;Matheus;1.87;0.86
Abajo;Low centre;0.02;0;Braga-Union (R5);Union;Braga;Matheus;1.87;-0.02
Abajo;Low right;0.99;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.01
Abajo;Low right;0.97;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.03
Abajo;Low centre;0.85;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.15
Abajo;Low right;0.8;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.2
Abajo;Low right;0.38;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.62
Abajo;Low left;0.18;1;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;0.82
Abajo;Low centre;0.08;0;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;-0.08
Arriba;High centre;0.03;0;Arsenal-Lens (R5);Arsenal;Lens;Brice S;1.86;-0.03
Abajo;Low left;0.06;0;Arsenal-Lens (R5);Lens;Arsenal;David raya;1.86;-0.06
Arriba;High centre;0.04;0;Arsenal-Lens (R5);Lens;Arsenal;David raya;1.86;-0.04
Abajo;Low centre;0.02;0;Arsenal-Lens (R5);Lens;Arsenal;David raya;1.86;-0.02
Abajo;Low right;0.31;0;Gala-United (R5);Gala;United;Andre O;1.85;-0.31
Abajo;Low right;0.3;0;Gala-United (R5);Gala;United;Andre O;1.85;-0.3
Arriba;High right;0.25;1;Gala-United (R5);Gala;United;Andre O;1.85;0.75
Abajo;Low right;0.12;0;Gala-United (R5);Gala;United;Andre O;1.85;-0.12
Abajo;Low centre;0.07;1;Gala-United (R5);Gala;United;Andre O;1.85;0.93
Abajo;Low centre;0.05;1;Gala-United (R5);Gala;United;Andre O;1.85;0.95
Abajo;Low centre;0.03;0;Gala-United (R5);Gala;United;Andre O;1.85;-0.03
Abajo;Low right;0.73;1;Gala-United (R5);United;Gala;Fernando M;1.91;0.27
Abajo;Low left;0.7;0;Gala-United (R5);United;Gala;Fernando M;1.91;-0.7
Arriba;High left;0.66;1;Gala-United (R5);United;Gala;Fernando M;1.91;0.34
Arriba;High left;0.22;1;Gala-United (R5);United;Gala;Fernando M;1.91;0.78
Arriba;High right;0.94;0;Bayer-Copenhagen (R5);Bayer;Copenhage;Kamil G;1.95;-0.94
Arriba;High centre;0.06;0;Bayer-Copenhagen (R5);Bayer;Copenhage;Kamil G;1.95;-0.06
Abajo;Low right;0.51;0;Bayer-Copenhagen (R5);Copenhage;Bayer;Neuer;1.93;-0.51
Abajo;Low left;0.22;0;Bayer-Copenhagen (R5);Copenhage;Bayer;Neuer;1.93;-0.22
Abajo;Low right;0.21;0;Bayer-Copenhagen (R5);Copenhage;Bayer;Neuer;1.93;-0.21
Abajo;Low right;0.94;1;RM-Napoli (R5);RM;Napoli;Alex M;1.85;0.06
Arriba;High right;0.6;1;RM-Napoli (R5);RM;Napoli;Alex M;1.85;0.4
Abajo;Low right;0.24;1;RM-Napoli (R5);RM;Napoli;Alex M;1.85;0.76
Abajo;Low centre;0.19;1;RM-Napoli (R5);RM;Napoli;Alex M;1.85;0.81
Abajo;Low centre;0.13;0;RM-Napoli (R5);RM;Napoli;Alex M;1.85;-0.13
Abajo;Low left;0.08;0;RM-Napoli (R5);RM;Napoli;Alex M;1.85;-0.08
Abajo;Low centre;0.05;0;RM-Napoli (R5);RM;Napoli;Alex M;1.85;-0.05
Abajo;Low centre;0.04;0;RM-Napoli (R5);RM;Napoli;Alex M;1.85;-0.04
Abajo;Low centre;0.03;0;RM-Napoli (R5);RM;Napoli;Alex M;1.85;-0.03
Abajo;Low centre;0.94;1;RM-Napoli (R5);Napoli;RM;Lunin;1.91;0.06
Arriba;High right;0.13;0;RM-Napoli (R5);Napoli;RM;Lunin;1.91;-0.13
Arriba;High centre;0.1;1;RM-Napoli (R5);Napoli;RM;Lunin;1.91;0.9
Arriba;High left;0.45;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.45
Abajo;Low left;0.33;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.33
Abajo;Low left;0.19;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.19
Abajo;Low centre;0.1;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.1
Abajo;Low right;0.09;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.09
Abajo;Low centre;0.04;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.04
Abajo;Low centre;0.03;0;RS-Salzburg (R5);RS;Salzburg;Alexander S;1.84;-0.03
Abajo;Low left;0.33;0;RS-Salzburg (R5);Salzburg;RS;Alex Remiro;1.92;-0.33
Abajo;Low right;0.97;1;Lens-Sevilla (R6);Lens;Sevilla;Marko D;1.94;0.03
Abajo;Low right;0.81;1;Lens-Sevilla (R6);Lens;Sevilla;Marko D;1.94;0.19
Arriba;High centre;0.95;1;Lens-Sevilla (R6);Sevilla;Lens;Brice S;1.86;0.05
Arriba;High left;0.23;0;Lens-Sevilla (R6);Sevilla;Lens;Brice S;1.86;-0.23
Abajo;Low left;0.08;0;Lens-Sevilla (R6);Sevilla;Lens;Brice S;1.86;-0.08
Abajo;Low centre;0.05;0;Lens-Sevilla (R6);Sevilla;Lens;Brice S;1.86;-0.05
Abajo;Low centre;0.49;0;PSV-Arsenal (R6);PSV;Arsenal;Aaron R;1.95;-0.49
Abajo;Low right;0.38;0;PSV-Arsenal (R6);PSV;Arsenal;Aaron R;1.95;-0.38
Abajo;Low left;0.27;0;PSV-Arsenal (R6);PSV;Arsenal;Aaron R;1.95;-0.27
Abajo;Low left;0.07;0;PSV-Arsenal (R6);PSV;Arsenal;Aaron R;1.95;-0.07
Abajo;Low centre;0.05;1;PSV-Arsenal (R6);PSV;Arsenal;Aaron R;1.95;0.95
Arriba;High left;0.56;0;PSV-Arsenal (R6);Arsenal;PSV;Walter B;1.91;-0.56
Abajo;Low right;0.51;1;PSV-Arsenal (R6);Arsenal;PSV;Walter B;1.91;0.49
Abajo;Low centre;0.02;0;PSV-Arsenal (R6);Arsenal;PSV;Walter B;1.91;-0.02
Arriba;High centre;0.03;0;United-Bayer (R6);United;Bayer;Neuer;1.93;-0.03
Abajo;Low left;0.9;1;United-Bayer (R6);Bayer;United;Andre O;1.85;0.1
Abajo;Low left;0.34;0;United-Bayer (R6);Bayer;United;Andre O;1.85;-0.34
Abajo;Low left;0.11;0;United-Bayer (R6);Bayer;United;Andre O;1.85;-0.11
Abajo;Low centre;0.89;1;Copenhagen-Gala (R6);Copenhage;Gala;Fernando M;1.91;0.11
Arriba;High left;0.17;0;Copenhagen-Gala (R6);Copenhage;Gala;Fernando M;1.91;-0.17
Abajo;Low centre;0.13;0;Copenhagen-Gala (R6);Copenhage;Gala;Fernando M;1.91;-0.13
Abajo;Low left;0.33;0;Copenhagen-Gala (R6);Gala;Copenhage;Kamil G;1.95;-0.33
Arriba;High right;0.16;0;Copenhagen-Gala (R6);Gala;Copenhage;Kamil G;1.95;-0.16
Arriba;High centre;0.1;0;Copenhagen-Gala (R6);Gala;Copenhage;Kamil G;1.95;-0.1
Abajo;Low centre;0.03;0;Copenhagen-Gala (R6);Gala;Copenhage;Kamil G;1.95;-0.03
Abajo;Low centre;0.06;0;Inter-RS (R6);Inter;RS;Alex Remiro;1.92;-0.06
Abajo;Low centre;0.02;0;Inter-RS (R6);Inter;RS;Alex Remiro;1.92;-0.02
Abajo;Low centre;0.68;0;Inter-RS (R6);RS;Inter;Yan S;1.83;-0.68
Abajo;Low right;0.37;0;Inter-RS (R6);RS;Inter;Yan S;1.83;-0.37
Abajo;Low right;0.35;1;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;0.65
Abajo;Low centre;0.32;0;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;-0.32
Abajo;Low right;0.13;0;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;-0.13
Abajo;Low centre;0.04;0;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;-0.04
Abajo;Low centre;0.02;0;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;-0.02
Abajo;Low centre;0.01;0;Salzburg-Benfica (R6);Salzburg;Benfica;Anatolii T;2;-0.01
Abajo;Low centre;0.76;1;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;0.24
Abajo;Low centre;0.69;0;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;-0.69
Abajo;Low left;0.59;1;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;0.41
Abajo;Low right;0.49;0;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;-0.49
Arriba;High left;0.31;0;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;-0.31
Abajo;Low left;0.11;1;Salzburg-Benfica (R6);Benfica;Salzburg;Alexander S;1.84;0.89
Abajo;Low left;0.59;1;Union-RM(R6);Union;RM;Kepa;1.89;0.41
Arriba;High centre;0.47;0;Union-RM(R6);Union;RM;Kepa;1.89;-0.47
Abajo;Low left;0.32;1;Union-RM(R6);Union;RM;Kepa;1.89;0.68
Abajo;Low left;0.06;0;Union-RM(R6);Union;RM;Kepa;1.89;-0.06
Abajo;Low centre;0.03;0;Union-RM(R6);Union;RM;Kepa;1.89;-0.03
Arriba;High left;0.91;1;Union-RM(R6);RM;Union;Fredeik R;1.88;0.09
Abajo;Low right;0.86;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.86
Abajo;Low centre;0.85;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.85
Arriba;High centre;0.51;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.51
Abajo;Low left;0.51;1;Union-RM(R6);RM;Union;Fredeik R;1.88;0.49
Abajo;Low left;0.43;1;Union-RM(R6);RM;Union;Fredeik R;1.88;0.57
Abajo;Low left;0.24;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.24
Arriba;High right;0.13;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.13
Abajo;Low left;0.08;0;Union-RM(R6);RM;Union;Fredeik R;1.88;-0.08
Abajo;Low left;0.96;1;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;0.04
Abajo;Low left;0.39;0;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;-0.39
Abajo;Low left;0.33;0;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;-0.33
Abajo;Low centre;0.27;0;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;-0.27
Abajo;Low centre;0.25;0;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;-0.25
Arriba;High centre;0.1;0;Napli-Braga (R6);Napoli;Braga;Matheus;1.87;-0.1
Arriba;High left;0.14;0;Napli-Braga (R6);Braga;Napoli;Alex M;1.85;-0.14
Abajo;Low centre;0.05;0;Napli-Braga (R6);Braga;Napoli;Alex M;1.85;-0.05
Abajo;Low centre;0.04;0;Napli-Braga (R6);Braga;Napoli;Alex M;1.85;-0.04
Abajo;Low centre;0.03;0;Napli-Braga (R6);Braga;Napoli;Alex M;1.85;-0.03
Abajo;Low centre;0.01;0;Napli-Braga (R6);Braga;Napoli;Alex M;1.85;-0.01
Abajo;Low left;0.95;1;Leipzeg-YB (R6);Leipzeg;YB;David Von;1.92;0.05
Abajo;Low right;0.12;1;Leipzeg-YB (R6);Leipzeg;YB;David Von;1.92;0.88
Abajo;Low centre;0.71;1;Leipzeg-YB (R6);YB;Leipzeg;Peter G;1.91;0.29
Arriba;High centre;0.21;0;Leipzeg-YB (R6);YB;Leipzeg;Peter G;1.91;-0.21
Abajo;Low centre;0.03;0;Leipzeg-YB (R6);YB;Leipzeg;Peter G;1.91;-0.03
Abajo;Low right;0.48;1;Red-City (R6);Red;City;Stegan O;1.86;0.52
Abajo;Low left;0.45;1;Red-City (R6);Red;City;Stegan O;1.86;0.55
Arriba;High right;0.28;0;Red-City (R6);Red;City;Stegan O;1.86;-0.28
Arriba;High left;0.09;0;Red-City (R6);Red;City;Stegan O;1.86;-0.09
Abajo;Low centre;0.03;0;Red-City (R6);Red;City;Stegan O;1.86;-0.03
Abajo;Low centre;0.02;0;Red-City (R6);Red;City;Stegan O;1.86;-0.02
Abajo;Low left;0.99;1;Red-City (R6);City;Red;Omri;1.9;0.01
Abajo;Low left;0.72;1;Red-City (R6);City;Red;Omri;1.9;0.28
Arriba;High centre;0.11;1;Red-City (R6);City;Red;Omri;1.9;0.89
Arriba;High left;0.5;1;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;0.5
Arriba;High right;0.2;0;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;-0.2
Abajo;Low right;0.11;0;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;-0.11
Abajo;Low right;0.07;0;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;-0.07
Abajo;Low centre;0.04;0;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;-0.04
Abajo;Low centre;0.03;0;Newcastle-Milan (R6);Newcastle;Milan;Mike M;1.87;-0.03
Arriba;High left;0.86;1;Newcastle-Milan (R6);Milan;Newcastle;Martin D;1.9;0.14
