Arriba/abajo;X;xGOT;Gol (0/1);Partido;Equipo tiro;Equipo portera;Portera;Altura;"Resultante
de cada tiro"
Arriba;High centre;0.03;1;FCB-OLY (final);FCB;OLY;C. Endler;1.82;0.97
Arriba;High left;0.24;1;FCB-OLY (final);FCB;OLY;C. Endler;1.82;0.76
Abajo;Low centre;0.06;0;FCB-OLY (final);FCB;OLY;C. Endler;1.82;-0.06
Abajo;Low centre;0.46;0;FCB-OLY (final);FCB;OLY;C. Endler;1.82;-0.46
Abajo;Low centre;0.04;0;FCB-OLY (final);OLY;FCB;Cata Coll;1.7;-0.04
Abajo;Low left;0.15;0;FCB-OLY (final);OLY;FCB;Cata Coll;1.7;-0.15
Abajo;Low left;0.15;0;CHE-FCB (sm);FCB;CHE;Hanna Hampton;1.73;-0.15
Abajo;Low left;0.53;1;CHE-FCB (sm);FCB;CHE;Hanna Hampton;1.73;0.47
Abajo;Low left;0.28;0;CHE-FCB (sm);FCB;CHE;Hanna Hampton;1.73;-0.28
Abajo;Low left;0.99;1;CHE-FCB (sm);FCB;CHE;Hanna Hampton;1.73;0.01
Abajo;Low left;0.55;0;CHE-FCB (sm);CHE;FCB;Cata Coll;1.7;-0.55
Abajo;Low centre;0.03;0;CHE-FCB (sm);CHE;FCB;Cata Coll;1.7;-0.03
Abajo;Low centre;0.03;0;FCB-CHE (sm);FCB;CHE;Hanna Hampton;1.73;-0.03
Abajo;Low right;0.22;1;FCB-CHE (sm);CHE;FCB;Cata Coll;1.7;0.78
Abajo;Low centre;0.03;0;FCB-CHE (sm);CHE;FCB;Cata Coll;1.7;-0.03
Abajo;Low left;0.67;1;OLY-PSG (sm);OLY;PSG;Constance P;1.8;0.33
Abajo;Low right;0.61;1;OLY-PSG (sm);OLY;PSG;Constance P;1.8;0.39
Abajo;Low left;0.46;0;OLY-PSG (sm);OLY;PSG;Constance P;1.8;-0.46
Arriba;High right;0.31;1;OLY-PSG (sm);OLY;PSG;Constance P;1.8;0.69
Abajo;Low left;0.19;0;OLY-PSG (sm);OLY;PSG;Constance P;1.8;-0.19
Arriba;High right;0.18;0;OLY-PSG (sm);OLY;PSG;Constance P;1.8;-0.18
Abajo;Low left;0.1;0;OLY-PSG (sm);OLY;PSG;Constance P;1.8;-0.1
Abajo;Low left;0.06;0;OLY-PSG (sm);OLY;PSG;Constance P;1.8;-0.06
Abajo;Low centre;0.86;1;OLY-PSG (sm);PSG;OLY;C. Endler;1.82;0.14
Abajo;Low left;0.55;1;OLY-PSG (sm);PSG;OLY;C. Endler;1.82;0.45
Abajo;Low left;0.3;0;OLY-PSG (sm);PSG;OLY;C. Endler;1.82;-0.3
Abajo;Low right;0.66;1;PSG-OLY (sm);PSG;OLY;C. Endler;1.82;0.34
Arriba;High centre;0.04;0;PSG-OLY (sm);PSG;OLY;C. Endler;1.82;-0.04
Abajo;Low centre;0.04;0;PSG-OLY (sm);PSG;OLY;C. Endler;1.82;-0.04
Abajo;Low right;0.54;1;PSG-OLY (sm);OLY;PSG;Constance P;1.8;0.46
Abajo;Low right;0.23;1;PSG-OLY (sm);OLY;PSG;Constance P;1.8;0.77
Arriba;High centre;0.06;0;PSG-OLY (sm);OLY;PSG;Constance P;1.8;-0.06
Abajo;Low centre;0.06;0;PSG-OLY (sm);OLY;PSG;Constance P;1.8;-0.06
Abajo;Low centre;0.04;0;PSG-OLY (sm);OLY;PSG;Constance P;1.8;-0.04
Abajo;Low centre;0.04;0;PSG-OLY (sm);OLY;PSG;Constance P;1.8;-0.04
Abajo;Low centre;0.03;0;PSG-OLY (sm);OLY;PSG;Constance P;1.8;-0.03
Abajo;Low right;0.97;1;BRANN-FCB (4);BRANN;FCB;Cata Coll;1.7;0.03
Arriba;High left;0.18;0;BRANN-FCB (4);BRANN;FCB;Cata Coll;1.7;-0.18
Abajo;Low right;0.71;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.71
Abajo;Low centre;0.53;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.53
Abajo;Low left;0.33;1;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;0.67
Abajo;Low right;0.14;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.14
Abajo;Low left;0.09;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.09
Abajo;Low left;0.08;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.08
Arriba;High centre;0.07;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.07
Abajo;Low centre;0.05;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.05
Abajo;Low centre;0.03;1;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;0.97
Abajo;Low centre;0.03;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.03
Abajo;Low centre;0.03;0;BRANN-FCB (4);FCB;BRANN;Aurora M;1.73;-0.03
Abajo;Low right;0.55;1;BRANN-FCB (4);BRANN;FCB;Cata Coll;1.7;0.45
Abajo;Low right;0.24;0;BRANN-FCB (4);BRANN;FCB;Cata Coll;1.7;-0.24
Abajo;Low left;0.99;1;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;0.01
Abajo;Low left;0.96;1;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;0.04
Abajo;Low centre;0.62;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.62
Abajo;Low left;0.41;1;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;0.59
Arriba;High left;0.25;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.25
Abajo;Low right;0.22;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.22
Arriba;High right;0.1;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.1
Abajo;Low centre;0.05;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.05
Arriba;High centre;0.03;0;FCB-BRANN (4);FCB;BRANN;Aurora M;1.73;-0.03
Abajo;Low right;0.21;0;AJAX-CHE (4);AJAX;CHE;Hanna Hampton;1.73;-0.21
Abajo;Low centre;0.1;0;AJAX-CHE (4);AJAX;CHE;Hanna Hampton;1.73;-0.1
Abajo;Low centre;0.94;1;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;0.06
Abajo;Low centre;0.6;1;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;0.4
Arriba;High left;0.49;1;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;0.51
Abajo;Low left;0.36;0;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;-0.36
Abajo;Low right;0.05;0;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;-0.05
Abajo;Low centre;0.02;0;AJAX-CHE (4);CHE;AJAX;Regina Van;1.73;-0.02
Abajo;Low right;0.84;1;CHE-AJAX (4);CHE;AJAX;Regina Van;1.73;0.16
Abajo;Low centre;0.42;0;CHE-AJAX (4);CHE;AJAX;Regina Van;1.73;-0.42
Abajo;Low centre;0.07;0;CHE-AJAX (4);CHE;AJAX;Regina Van;1.73;-0.07
Abajo;Low left;0.57;1;CHE-AJAX (4);AJAX;CHE;Zecira;1.78;0.43
Arriba;Low right;0.3;0;CHE-AJAX (4);AJAX;CHE;Zecira;1.78;-0.3
Arriba;High right;0.23;0;CHE-AJAX (4);AJAX;CHE;Zecira;1.78;-0.23
Abajo;Low right;0.14;0;CHE-AJAX (4);AJAX;CHE;Zecira;1.78;-0.14
Abajo;Low centre;0.05;0;CHE-AJAX (4);AJAX;CHE;Zecira;1.78;-0.05
Abajo;Low left;0.69;1;BENFICA-OLY (4);BENF;OLY;C. Endler;1.82;0.31
Abajo;Low left;0.08;0;BENFICA-OLY (4);BENF;OLY;C. Endler;1.82;-0.08
Abajo;Low centre;0.1;0;BENFICA-OLY (4);BENF;OLY;C. Endler;1.82;-0.1
Abajo;Low left;0.97;1;BENFICA-OLY (4);OLY;BENF;Lean;1.76;0.03
Arriba;High centre;0.88;1;BENFICA-OLY (4);OLY;BENF;Lean;1.76;0.12
Abajo;Low right;0.78;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.78
Abajo;Low centre;0.27;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.27
Abajo;Low centre;0.26;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.26
Abajo;Low centre;0.15;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.15
Abajo;Low right;0.13;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.13
Abajo;Low centre;0.06;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.06
Abajo;Low centre;0.04;0;BENFICA-OLY (4);OLY;BENF;Lean;1.76;-0.04
Abajo;Low right;0.75;1;OLY-BENFICA (4);OLY;BENF;Lean;1.76;0.25
Abajo;Low left;0.69;0;OLY-BENFICA (4);OLY;BENF;Lean;1.76;-0.69
Abajo;Low right;0.25;1;OLY-BENFICA (4);OLY;BENF;Lean;1.76;0.75
Arriba;High left;0.22;0;OLY-BENFICA (4);OLY;BENF;Lean;1.76;-0.22
Abajo;Low right;0.18;1;OLY-BENFICA (4);OLY;BENF;Lean;1.76;0.82
Abajo;Low centre;0.13;0;OLY-BENFICA (4);OLY;BENF;Lean;1.76;-0.13
Abajo;Low centre;0.11;0;OLY-BENFICA (4);OLY;BENF;Lean;1.76;-0.11
Abajo;Low centre;0.05;1;OLY-BENFICA (4);OLY;BENF;Lean;1.76;0.95
Abajo;Low left;0.98;1;OLY-BENFICA (4);BENF;OLY;C. Endler;1.82;0.02
Abajo;Low centre;0.1;0;OLY-BENFICA (4);BENF;OLY;C. Endler;1.82;-0.1
Abajo;Low right;0.09;0;OLY-BENFICA (4);BENF;OLY;C. Endler;1.82;-0.09
Abajo;Low right;0.98;1;BK-PSG (4);BK;PSG;Katazyna K;1.8;0.02
Arriba;High centre;0.97;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.97
Abajo;Low left;0.14;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.14
Abajo;Low left;0.08;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.08
Abajo;Low centre;0.03;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.03
Abajo;Low left;0.99;1;BK-PSG (4);PSG;BK;Jennifer F;1.71;0.01
Arriba;High left;0.67;1;BK-PSG (4);PSG;BK;Jennifer F;1.71;0.33
Abajo;Low centre;0.31;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.31
Abajo;Low left;0.22;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.22
Abajo;Low left;0.21;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.21
Abajo;Low left;0.21;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.21
Abajo;Low left;0.09;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.09
Abajo;Low centre;0.06;0;BK-PSG (4);PSG;BK;Jennifer F;1.71;-0.06
Abajo;Low right;0.79;1;PSG-BK (4);PSG;BK;Jennifer F;1.71;0.21
Abajo;Low right;0.4;1;PSG-BK (4);PSG;BK;Jennifer F;1.71;0.6
Arriba;High left;0.24;1;PSG-BK (4);PSG;BK;Jennifer F;1.71;0.76
Abajo;Low right;0.2;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.2
Abajo;Low centre;0.2;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.2
Abajo;Low left;0.08;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.08
Abajo;Low centre;0.05;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.05
Abajo;Low centre;0.04;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.04
Abajo;Low centre;0.03;0;PSG-BK (4);PSG;BK;Jennifer F;1.71;-0.03
Abajo;Low centre;0.04;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.04
Abajo;Low centre;0.02;0;BK-PSG (4);BK;PSG;Katazyna K;1.8;-0.02
Abajo;Low right;0.34;0;Rosengard-Frankfut (R1);Rosen;Frankfut;Stina J;1.77;-0.34
Abajo;Low right;0.96;1;Rosengard-Frankfut (R1);Rosen;Frankfut;Stina J;1.77;0.04
Abajo;Low left;0.44;1;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;0.56
Arriba;High centre;0.33;0;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;-0.33
Abajo;Low centre;0.4;0;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;-0.4
Abajo;Low centre;0.9;0;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;-0.9
Arriba;High centre;0.09;0;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;-0.09
Abajo;Low right;0.64;1;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;0.36
Arriba;High right;0.21;0;Rosengard-Frankfut (R1);Frankfurt;Rosen;Angel M;1.77;-0.21
Abajo;Low right;0.26;1;Polten-Brann (R1);Polten;Brann;Aurora M;1.73;0.74
Abajo;Low centre;0.06;0;Polten-Brann (R1);Polten;Brann;Aurora M;1.73;-0.06
Abajo;Low right;0.06;0;Polten-Brann (R1);Polten;Brann;Aurora M;1.73;-0.06
Abajo;Low centre;0.02;0;Polten-Brann (R1);Polten;Brann;Aurora M;1.73;-0.02
Abajo;Low centre;0.02;0;Polten-Brann (R1);Polten;Brann;Aurora M;1.73;-0.02
Abajo;Low centre;0.9;1;Polten-Brann (R1);Brann;Polten;Carina S;1.74;0.1
Abajo;Low centre;0.3;0;Polten-Brann (R1);Brann;Polten;Carina S;1.74;-0.3
Abajo;Low right;0.16;0;Polten-Brann (R1);Brann;Polten;Carina S;1.74;-0.16
Arriba;High centre;0.16;1;Polten-Brann (R1);Brann;Polten;Carina S;1.74;0.84
Arriba;High centre;0.09;0;Polten-Brann (R1);Brann;Polten;Carina S;1.74;-0.09
Arriba;High centre;0.05;0;Polten-Brann (R1);Brann;Polten;Carina S;1.74;-0.05
Abajo;Low centre;0.01;0;Polten-Brann (R1);Brann;Polten;Carina S;1.74;-0.01
Abajo;Low right;0.34;0;Slavia-OLY (R1);Slavia;OLY;C. Endler;1.82;-0.34
Abajo;Low left;0.21;0;Slavia-OLY (R1);Slavia;OLY;C. Endler;1.82;-0.21
Arriba;High right;0.2;0;Slavia-OLY (R1);Slavia;OLY;C. Endler;1.82;-0.2
Abajo;Low centre;0.03;0;Slavia-OLY (R1);Slavia;OLY;C. Endler;1.82;-0.03
Abajo;Low left;0.99;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.01
Abajo;Low centre;0.94;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.06
Abajo;Low left;0.93;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.07
Arriba;High centre;0.89;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.11
Abajo;Low centre;0.75;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.25
Abajo;Low right;0.55;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.45
Arriba;High centre;0.5;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.5
Abajo;Low right;0.29;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.71
Abajo;Low left;0.23;1;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;0.77
Arriba;High left;0.2;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.2
Abajo;Low left;0.16;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.16
Abajo;Low centre;0.04;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.04
Abajo;Low centre;0.04;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.04
Abajo;Low centre;0.03;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.03
Abajo;Low centre;0.02;0;Slavia-OLY (R1);OLY;Slavia;Olivie L;1.81;-0.02
Arriba;High right;0.99;1;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;0.01
Abajo;Low right;0.84;1;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;0.16
Abajo;Low right;0.73;1;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;0.27
Abajo;Low left;0.57;1;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;0.43
Abajo;Low left;0.47;1;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;0.53
Abajo;Low centre;0.1;0;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;-0.1
Abajo;Low centre;0.09;0;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;-0.09
Abajo;Low centre;0.02;0;Barsa-Benfica (R1);Barsa;Benfica;Lena P;1.76;-0.02
Abajo;Low right;0.11;0;Barsa-Benfica (R1);Benfica;Barsa;Cata Coll;1.7;-0.11
Abajo;Low right;0.05;0;Barsa-Benfica (R1);Benfica;Barsa;Cata Coll;1.7;-0.05
Abajo;Low left;0.99;1;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;0.01
Abajo;Low left;0.64;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.64
Abajo;Low centre;0.22;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.22
Abajo;Low right;0.2;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.2
Abajo;Low left;0.2;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.2
Abajo;Low left;0.16;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.16
Abajo;Low centre;0.03;0;Paris FC-BK (R1);Paris;BK;Jennifer F;1.71;-0.03
Abajo;Low right;0.85;1;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;0.15
Abajo;Low left;0.59;1;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;0.41
Abajo;Low left;0.37;0;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;-0.37
Abajo;Low left;0.11;0;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;-0.11
Abajo;Low right;0.08;0;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;-0.08
Abajo;Low centre;0.06;0;Paris FC-BK (R1);BK;Paris;Chiamaka N;1.74;-0.06
Abajo;Low right;0.98;1;Bayer-Roma (R1);Bayer;Roma;Camelia C;1.7;0.02
Abajo;Low centre;0.31;0;Bayer-Roma (R1);Bayer;Roma;Camelia C;1.7;-0.31
Abajo;Low right;0.12;0;Bayer-Roma (R1);Bayer;Roma;Camelia C;1.7;-0.12
Abajo;Low centre;0.05;0;Bayer-Roma (R1);Bayer;Roma;Camelia C;1.7;-0.05
Abajo;Low right;0.51;1;Bayer-Roma (R1);Roma;Bayer;Maria Luisa G;1.8;0.49
Abajo;Low right;0.26;0;Bayer-Roma (R1);Roma;Bayer;Maria Luisa G;1.8;-0.26
Abajo;Low centre;0.05;1;Bayer-Roma (R1);Roma;Bayer;Maria Luisa G;1.8;0.95
Abajo;Low centre;0.02;0;Bayer-Roma (R1);Roma;Bayer;Maria Luisa G;1.8;-0.02
Abajo;Low centre;0.01;0;Bayer-Roma (R1);Roma;Bayer;Maria Luisa G;1.8;-0.01
Abajo;Low right;0.98;1;Ajax-PSG (R1);Ajax;PSG;Constance P;1.8;0.02
Abajo;Low centre;0.49;1;Ajax-PSG (R1);Ajax;PSG;Constance P;1.8;0.51
Abajo;Low centre;0.06;0;Ajax-PSG (R1);PSG;Ajax;Regina Van;1.73;-0.06
Abajo;Low centre;0.04;0;Ajax-PSG (R1);PSG;Ajax;Regina Van;1.73;-0.04
Abajo;Low centre;0.03;0;Ajax-PSG (R1);PSG;Ajax;Regina Van;1.73;-0.03
Abajo;Low centre;0.03;0;Ajax-PSG (R1);PSG;Ajax;Regina Van;1.73;-0.03
Arriba;High centre;0.02;0;Ajax-PSG (R1);PSG;Ajax;Regina Van;1.73;-0.02
Abajo;Low right;0.99;1;RM-Chelsea (R1);RM;Chelsea;Ann-Katrin;1.8;0.01
Abajo;Low left;0.08;1;RM-Chelsea (R1);RM;Chelsea;Ann-Katrin;1.8;0.92
Arriba;High right;0.41;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.41
Arriba;High left;0.38;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.38
Abajo;Low right;0.36;1;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;0.64
Arriba;High right;0.33;1;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;0.67
Arriba;High right;0.24;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.24
Abajo;Low left;0.11;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.11
Abajo;Low centre;0.03;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.03
Abajo;Low centre;0.02;0;RM-Chelsea (R1);Chelsea;RM;Misa R;1.73;-0.02
Arriba;Low centre;0.94;0;OLY-Polten (R2);OLY;Polten;Carina S;1.74;-0.94
Abajo;High centre;0.71;1;OLY-Polten (R2);OLY;Polten;Carina S;1.74;0.29
